symbol, avg_price, max_change, avg_atr, stddev_atr, avg_volume
BBH, 66.7449, 0.0436, 0.0486, 0.0194, 689.0000
BBK, 16.4878, 0.0474, 0.0224, 0.0088, 795.0000
BBL, 56.1789, 0.0530, 0.0248, 0.0110, 2014.0000
BBN, 21.4736, 0.0213, 0.0132, 0.0049, 1499.0000
BBOX, 24.9085, 0.0860, 0.0410, 0.0153, 440.0000
BBRG, 16.5726, 0.0579, 0.0177, 0.0088, 834.0000
BBRY, 12.5488, 0.2535, 0.0124, 0.0096, 57152.0000
BBSI, 50.6251, 0.0795, 0.0939, 0.0466, 418.0000
BBT, 33.6685, 0.0122, 0.0128, 0.0055, 8751.0000
BBVA, 9.0538, 0.0347, 0.0056, 0.0021, 4056.0000
BBW, 5.3621, 0.1881, 0.0151, 0.0074, 621.0000
BBX, 10.4197, 0.0304, 0.0226, 0.0100, 548.0000
BBY, 27.7133, 0.0276, 0.0205, 0.0102, 13809.0000
BCA, 19.7221, 0.0426, 0.0485, 0.0221, 636.0000
BCC, 29.0649, 0.0647, 0.0290, 0.0147, 1321.0000
BCEI, 37.4313, 0.0674, 0.0371, 0.0165, 1305.0000
BCE, 43.5292, 0.0239, 0.0164, 0.0080, 2280.0000
BCF, 9.7337, 0.0285, 0.0070, 0.0023, 1201.0000
BCH, 92.4630, 0.0561, 0.1758, 0.0667, 292.0000
BCOR, 17.8274, 0.1431, 0.0157, 0.0078, 1417.0000
BCOV, 7.7468, 0.1745, 0.0118, 0.0065, 1600.0000
BCO, 26.5470, 0.0236, 0.0231, 0.0095, 849.0000
BCPC, 42.4765, 0.0306, 0.0593, 0.0230, 493.0000
BCRX, 1.9561, 0.8273, 0.0060, 0.0064, 6194.0000
BCR, 107.5438, 0.0171, 0.0381, 0.0172, 1537.0000
BCS.P, 25.1583, 0.0241, 0.0144, 0.0080, 678.0000
BCS, 18.7934, 0.0309, 0.0092, 0.0040, 5780.0000
BCX, 12.7560, 0.0222, 0.0097, 0.0037, 1291.0000
BC, 33.3404, 0.0601, 0.0240, 0.0122, 2761.0000
BDBD, 11.2717, 0.0881, 0.0124, 0.0065, 1734.0000
BDCL, 27.2797, 0.0384, 0.0314, 0.0129, 1012.0000
BDCS, 25.7830, 0.0342, 0.0285, 0.0115, 900.0000
BDC, 51.6219, 0.0269, 0.0403, 0.0149, 911.0000
BDE, 9.0626, 0.0795, 0.0120, 0.0060, 799.0000
BDGE, 21.4085, 0.0468, 0.0588, 0.0206, 399.0000
BDJ, 7.7396, 0.0191, 0.0044, 0.0016, 2065.0000
BDN, 14.2817, 0.0237, 0.0090, 0.0044, 3297.0000
BDSI, 4.5397, 0.2903, 0.0075, 0.0038, 1091.0000
BDX, 99.8897, 0.0122, 0.0338, 0.0150, 2090.0000
BEAM, 65.3845, 0.0247, 0.0279, 0.0127, 1649.0000
BEAT, 4.6598, 0.4174, 0.0146, 0.0079, 3161.0000
BEAV, 64.7636, 0.0265, 0.0312, 0.0158, 2347.0000
BEBE, 5.4110, 0.0784, 0.0060, 0.0033, 1771.0000
BECN, 39.6868, 0.0236, 0.0269, 0.0127, 1290.0000
BEE, 8.5106, 0.1071, 0.0064, 0.0035, 5237.0000
BELFB, 16.3396, 0.0725, 0.0480, 0.0191, 415.0000
BEN, 149.7499, 0.0174, 0.0731, 0.0348, 2611.0000
BERY, 21.5856, 0.0560, 0.0184, 0.0094, 2091.0000
BF.B, 70.3673, 0.0314, 0.0381, 0.0164, 781.0000
BFAM, 32.9996, 0.0438, 0.0384, 0.0196, 882.0000
BFIN, 7.9342, 0.0675, 0.0288, 0.0110, 861.0000
BFK, 15.0922, 0.0161, 0.0116, 0.0043, 985.0000
BFR, 4.4709, 0.0759, 0.0133, 0.0053, 869.0000
BFS, 44.0507, 0.0272, 0.0805, 0.0288, 350.0000
BFZ, 16.0200, 0.0171, 0.0126, 0.0052, 928.0000
BGB, 19.3113, 0.0189, 0.0176, 0.0089, 1066.0000
BGCA, 26.4550, 0.0348, 0.0598, 0.0296, 590.0000
BGCP, 5.8827, 0.0321, 0.0049, 0.0017, 4053.0000
BGC, 32.4849, 0.0690, 0.0243, 0.0130, 1687.0000
BGFV, 20.2021, 0.1048, 0.0215, 0.0098, 1145.0000
BGG, 21.7094, 0.1065, 0.0145, 0.0080, 1314.0000
BGH, 24.4457, 0.0254, 0.0246, 0.0160, 951.0000
BGMD, 1.8392, 0.4324, 0.0063, 0.0037, 2075.0000
BGR, 25.2080, 0.0153, 0.0180, 0.0061, 772.0000
BGS, 31.8368, 0.0473, 0.0212, 0.0096, 1084.0000
BGT, 15.4407, 0.0205, 0.0149, 0.0063, 747.0000
BGX, 19.2017, 0.0198, 0.0218, 0.0106, 588.0000
BGY, 7.6431, 0.0231, 0.0045, 0.0017, 1766.0000
BG, 71.5659, 0.1093, 0.0261, 0.0217, 2110.0000
BHD, 14.4712, 0.0258, 0.0211, 0.0098, 548.0000
BHE, 19.2944, 0.0228, 0.0132, 0.0055, 888.0000
BHI, 46.9503, 0.0287, 0.0242, 0.0111, 7636.0000
BHK, 14.5325, 0.0202, 0.0124, 0.0059, 885.0000
BHLB, 25.5728, 0.0616, 0.0221, 0.0114, 583.0000
BHL, 14.3598, 0.0174, 0.0147, 0.0070, 604.0000
BHP, 63.0691, 0.0488, 0.0263, 0.0125, 5156.0000
BH, 389.4414, 0.0277, 0.7907, 0.3416, 73.0000
BIB, 85.2600, 0.0480, 0.1886, 0.0781, 503.0000
BIDU, 97.9075, 0.1473, 0.0665, 0.0476, 10804.0000
BID, 38.3237, 0.0226, 0.0216, 0.0117, 2777.0000
BIF, 7.1086, 0.0468, 0.0065, 0.0035, 1279.0000
BIG, 34.9664, 0.1016, 0.0181, 0.0119, 2552.0000
BIIB, 220.9706, 0.0726, 0.1741, 0.0841, 3770.0000
BIK, 23.0236, 0.0321, 0.0153, 0.0061, 1137.0000
BIL, 45.8045, 0.0004, 0.0035, 0.0015, 3247.0000
BIN, 21.7779, 0.0209, 0.0123, 0.0049, 894.0000
BIOD, 3.8022, 0.1191, 0.0125, 0.0070, 2018.0000
BIOF, 4.6792, 0.2839, 0.0244, 0.0105, 1649.0000
BIOL, 4.4552, 0.2903, 0.0093, 0.0049, 1742.0000
BIOS, 14.9494, 0.0687, 0.0118, 0.0064, 2050.0000
BIO, 116.9912, 0.0547, 0.1068, 0.0508, 472.0000
BIP, 37.0227, 0.0210, 0.0204, 0.0083, 1417.0000
BIRT, 6.3815, 0.0569, 0.0063, 0.0032, 1024.0000
BITA, 10.3643, 0.1430, 0.0241, 0.0145, 887.0000
BIT, 18.0276, 0.0246, 0.0282, 0.0151, 1544.0000
BIV, 86.0903, 0.0103, 0.0178, 0.0074, 1308.0000
BJRI, 36.4110, 0.0318, 0.0292, 0.0133, 974.0000
BKCC, 9.7804, 0.0213, 0.0060, 0.0022, 1899.0000
BKD, 28.1669, 0.0191, 0.0167, 0.0069, 2782.0000
BKEP, 8.0013, 0.0784, 0.0318, 0.0190, 1463.0000
BKE, 52.0657, 0.0423, 0.0395, 0.0150, 825.0000
BKF, 38.6474, 0.0313, 0.0212, 0.0082, 1349.0000
BKH, 47.8995, 0.0253, 0.0323, 0.0133, 702.0000
BKI, 36.4528, 0.2525, 0.0074, 0.0116, 2279.0000
BKK, 16.6001, 0.0155, 0.0223, 0.0081, 887.0000
BKLN, 24.9646, 0.0041, 0.0039, 0.0016, 8565.0000
BKMU, 5.3511, 0.0398, 0.0081, 0.0035, 893.0000
BKN, 16.0307, 0.0214, 0.0183, 0.0100, 858.0000
BKR, 24.5981, 0.0613, 0.0510, 0.0228, 382.0000
BKS, 19.5635, 0.2669, 0.0213, 0.0149, 4532.0000
BKT, 7.0842, 0.0176, 0.0041, 0.0019, 1651.0000
BKU, 26.0319, 0.0218, 0.0134, 0.0063, 1665.0000
BKW, 19.3052, 0.0395, 0.0119, 0.0065, 2273.0000
BK, 29.7916, 0.0313, 0.0144, 0.0070, 14863.0000
BLC, 12.6788, 0.2759, 0.0063, 0.0044, 5689.0000
BLDP, 1.4400, 0.1618, 0.0052, 0.0033, 5620.0000
BLDR, 6.2762, 0.1765, 0.0092, 0.0048, 1417.0000
BLE, 15.9764, 0.0232, 0.0140, 0.0056, 779.0000
BLKB, 30.7889, 0.0515, 0.0272, 0.0105, 746.0000
BLK, 273.0277, 0.0201, 0.1636, 0.0747, 2133.0000
BLL, 44.0514, 0.0131, 0.0153, 0.0074, 2596.0000
BLMN, 23.6144, 0.0413, 0.0172, 0.0087, 2773.0000
BLOX, 26.6019, 0.1523, 0.0221, 0.0126, 2096.0000
BLRX, 2.7407, 0.5801, 0.0123, 0.0078, 2285.0000
BLT, 13.1868, 0.0228, 0.0103, 0.0046, 1021.0000
BLV, 91.3676, 0.0212, 0.0549, 0.0252, 1020.0000
BLW, 18.2660, 0.0188, 0.0144, 0.0055, 806.0000
BLX, 23.7627, 0.0286, 0.0227, 0.0076, 651.0000
BMA, 16.1022, 0.0994, 0.0305, 0.0099, 589.0000
BMC, 45.3291, 0.0049, 0.0053, 0.0021, 8112.0000
BME, 30.6165, 0.0429, 0.0436, 0.0158, 435.0000
BMI, 47.9616, 0.1007, 0.0613, 0.0233, 462.0000
BMO, 60.0710, 0.0196, 0.0207, 0.0087, 1374.0000
BMRC, 39.2141, 0.0356, 0.1012, 0.0329, 424.0000
BMRN, 61.3501, 0.0713, 0.0459, 0.0281, 3561.0000
BMR, 21.0675, 0.0259, 0.0108, 0.0055, 3854.0000
BMS, 39.8784, 0.0109, 0.0130, 0.0059, 1475.0000
BMTC, 22.9605, 0.0425, 0.0414, 0.0160, 424.0000
BMTI, 7.8640, 0.0585, 0.0128, 0.0060, 1493.0000
BMY, 45.4614, 0.0225, 0.0251, 0.0134, 25791.0000
BNA, 11.0331, 0.0201, 0.0081, 0.0039, 891.0000
BNCL, 9.1565, 0.0978, 0.0094, 0.0052, 1081.0000
BNCN, 10.7963, 0.0989, 0.0286, 0.0190, 692.0000
BND, 81.9191, 0.0084, 0.0078, 0.0032, 3829.0000
BNNY, 39.9597, 0.0643, 0.0387, 0.0177, 892.0000
BNO, 81.3759, 0.0231, 0.0799, 0.0270, 858.0000
BNS, 55.9358, 0.0194, 0.0190, 0.0079, 1585.0000
BNY, 15.3557, 0.0189, 0.0220, 0.0068, 787.0000
BOBE, 44.9230, 0.0615, 0.0305, 0.0160, 741.0000
BODY, 10.7501, 0.0622, 0.0115, 0.0056, 935.0000
BOE, 13.8889, 0.0232, 0.0070, 0.0026, 1388.0000
BOFI, 42.4626, 0.0590, 0.0500, 0.0187, 720.0000
BOH, 50.3493, 0.0198, 0.0233, 0.0102, 959.0000
BOIL, 43.8338, 0.0757, 0.0781, 0.0314, 1092.0000
BOKF, 60.9978, 0.0314, 0.0462, 0.0200, 468.0000
BOLT, 15.8732, 0.0483, 0.0490, 0.0218, 535.0000
BONA, 4.5595, 0.1289, 0.0184, 0.0138, 1139.0000
BOND, 108.0788, 0.0099, 0.0148, 0.0093, 2122.0000
BONE, 0.9611, 0.4646, 0.0056, 0.0032, 2263.0000
BONT, 17.5633, 0.0913, 0.0268, 0.0116, 850.0000
BOOM, 16.0453, 0.0526, 0.0308, 0.0119, 510.0000
BOTA, 3.8990, 0.2742, 0.0156, 0.0088, 937.0000
BOX, 21.6364, 0.1326, 0.0096, 0.0101, 865.0000
BPAX, 1.2763, 9.0000, 0.0056, 0.0084, 2846.0000
BPFH, 10.1854, 0.0421, 0.0077, 0.0034, 1667.0000
BPI, 12.2852, 0.2784, 0.0121, 0.0085, 1305.0000
BPK, 16.5035, 0.0260, 0.0259, 0.0109, 985.0000
BPL, 67.4185, 0.0307, 0.0402, 0.0176, 1224.0000
BPOP, 30.2677, 0.0286, 0.0189, 0.0085, 1887.0000
BPO, 17.4549, 0.0199, 0.0079, 0.0031, 3339.0000
BPT, 86.0433, 0.0317, 0.0821, 0.0293, 620.0000
BPY, 21.5326, 0.0192, 0.0173, 0.0093, 1379.0000
BPZ, 2.0326, 0.0350, 0.0043, 0.0015, 2313.0000
BP, 42.6984, 0.5094, 0.0136, 0.0490, 11753.0000
BQR, 8.6720, 0.0296, 0.0111, 0.0049, 741.0000
BQY, 12.5576, 0.0248, 0.0162, 0.0057, 644.0000
BRCD, 5.7932, 0.0418, 0.0044, 0.0016, 17814.0000
BRCM, 34.4704, 0.1103, 0.0175, 0.0096, 21703.0000
BRC, 32.5502, 0.0327, 0.0213, 0.0085, 789.0000
BRD, 0.6524, 0.1186, 0.0017, 0.0012, 4005.0000
BREW, 7.6433, 0.1459, 0.0305, 0.0125, 614.0000
BRE, 50.4699, 0.0136, 0.0253, 0.0125, 1644.0000
BRFS, 22.4910, 0.0362, 0.0120, 0.0050, 3766.0000
BRF, 39.0452, 0.0501, 0.0224, 0.0087, 1036.0000
BRK.A, 162639.1195, 0.0242, 75.5860, 31.1471, 2.0000
BRK.B, 114.1115, 0.0172, 0.0361, 0.0182, 8993.0000
BRKL, 8.8195, 0.1099, 0.0060, 0.0031, 1249.0000
BRKR, 16.8027, 0.0343, 0.0099, 0.0049, 2637.0000
BRKS, 9.9724, 0.0329, 0.0092, 0.0038, 1066.0000
BRLI, 27.6440, 0.0371, 0.0286, 0.0130, 1327.0000
BRO, 32.5522, 98.7214, 0.3323, 7.1328, 2069.0000
BRP, 22.7417, 0.0299, 0.0259, 0.0099, 1031.0000
BRSS, 14.7958, 0.0386, 0.0267, 0.0148, 904.0000
BRS, 64.7080, 0.0181, 0.0458, 0.0188, 762.0000
BRXX, 20.1461, 0.0454, 0.0245, 0.0094, 617.0000
BRY, 43.7854, 0.0685, 0.0265, 0.0140, 2008.0000
BR, 26.8012, 0.0135, 0.0098, 0.0046, 2008.0000
BSAC, 25.0874, 0.0274, 0.0138, 0.0077, 1257.0000
BSBR, 6.6386, 0.0381, 0.0052, 0.0019, 13444.0000
BSCD, 20.8435, 0.0043, 0.0084, 0.0043, 1159.0000
BSCE, 21.2969, 0.0047, 0.0053, 0.0032, 1401.0000
BSCF, 21.8400, 0.0046, 0.0044, 0.0029, 1225.0000
BSCG, 22.2516, 0.0077, 0.0051, 0.0030, 1122.0000
BSCH, 22.7594, 0.0135, 0.0068, 0.0040, 1157.0000
BSCI, 21.0780, 0.0146, 0.0079, 0.0060, 989.0000
BSDM, 1.3721, 0.2667, 0.0081, 0.0044, 2568.0000
BSD, 14.7153, 0.0174, 0.0203, 0.0080, 568.0000
BSET, 14.2238, 0.0744, 0.0411, 0.0145, 459.0000
BSFT, 27.6028, 0.1418, 0.0257, 0.0148, 1290.0000
BSJD, 25.7872, 0.0078, 0.0100, 0.0061, 1154.0000
BSJE, 26.5762, 0.0091, 0.0067, 0.0040, 1118.0000
BSJF, 26.7003, 0.0274, 0.0083, 0.0066, 1141.0000
BSJG, 26.5333, 0.0080, 0.0092, 0.0066, 967.0000
BSL, 20.5695, 0.0271, 0.0281, 0.0128, 598.0000
BSMX, 14.9861, 0.0449, 0.0102, 0.0047, 5916.0000
BSP, 8.8477, 0.0173, 0.0060, 0.0034, 740.0000
BSRR, 12.8305, 0.0475, 0.0431, 0.0149, 595.0000
BSTC, 15.8050, 0.1172, 0.0696, 0.0411, 495.0000
BSV, 80.4970, 0.0035, 0.0052, 0.0016, 3335.0000
BSX, 9.3401, 12.6286, 0.0074, 0.0200, 47569.0000
BTA, 12.2467, 0.0265, 0.0115, 0.0047, 697.0000
BTE, 38.7245, 0.0244, 0.0251, 0.0090, 750.0000
BTG, 2.3947, 0.1333, 0.0050, 0.0031, 6841.0000
BTH, 15.7463, 0.1254, 0.0249, 0.0140, 1082.0000
BTI, 108.5606, 0.0318, 0.0470, 0.0169, 681.0000
BTN, 3.9766, 0.0894, 0.0081, 0.0043, 983.0000
BTO, 20.2342, 0.0348, 0.0236, 0.0078, 705.0000
BTT, 21.9653, 0.0159, 0.0247, 0.0101, 1515.0000
BTU, 17.5487, 0.0496, 0.0161, 0.0084, 18872.0000
BTX, 4.1225, 0.1371, 0.0092, 0.0038, 983.0000
BTZ, 13.6489, 0.0233, 0.0064, 0.0026, 1482.0000
BT, 45.3261, 0.1035, 0.0240, 0.0117, 484.0000
BUD, 92.2624, 0.0347, 0.0333, 0.0165, 3168.0000
BUI, 18.7690, 0.0210, 0.0189, 0.0081, 881.0000
BUSE, 4.5101, 0.0281, 0.0053, 0.0022, 862.0000
BVN, 16.4589, 0.0546, 0.0180, 0.0081, 4654.0000
BVSN, 9.0146, 0.1349, 0.0354, 0.0152, 962.0000
BV, 8.5645, 0.1123, 0.0103, 0.0056, 2091.0000
BWA, 84.9788, 0.0244, 0.0404, 0.0185, 2181.0000
BWC, 29.5621, 0.0363, 0.0145, 0.0070, 1823.0000
BWEN, 3.9397, 0.2268, 0.0181, 0.0102, 1181.0000
BWF, 25.5336, 0.0162, 0.0074, 0.0043, 1367.0000
BWG, 19.9948, 0.1156, 0.0180, 0.0103, 812.0000
BWINB, 24.0388, 0.0368, 0.0666, 0.0226, 413.0000
BWLD, 96.6779, 0.0454, 0.0569, 0.0261, 1292.0000
BWP, 30.5727, 0.0470, 0.0171, 0.0071, 2218.0000
BWS, 19.8608, 0.0234, 0.0196, 0.0080, 1064.0000
BWX, 58.0755, 0.0133, 0.0214, 0.0118, 1231.0000
BWZ, 35.6832, 0.0126, 0.0208, 0.0104, 1177.0000
BXC, 2.5973, 0.0987, 0.0071, 0.0040, 1124.0000
BXE, 5.5547, 0.1157, 0.0128, 0.0059, 1082.0000
BXG, 9.5750, 0.0274, 0.0081, 0.0038, 742.0000
BXMT, 25.6398, 0.0280, 0.0288, 0.0179, 2276.0000
BXP, 108.7952, 0.0153, 0.0557, 0.0280, 2709.0000
BXS, 17.5011, 0.0191, 0.0101, 0.0042, 1932.0000
BX, 21.8641, 0.0424, 0.0155, 0.0082, 12182.0000
BYD, 12.1777, 0.0285, 0.0116, 0.0051, 4572.0000
BYI, 57.6502, 0.0705, 0.0271, 0.0145, 1597.0000
BYM, 15.5838, 0.0186, 0.0144, 0.0058, 848.0000
BZH, 19.4041, 0.0405, 0.0235, 0.0092, 3411.0000
BZQ, 75.4771, 0.0868, 0.2108, 0.0889, 364.0000
BZ, 8.2534, 0.0236, 0.0065, 0.0025, 1928.0000
B, 29.6267, 9.0102, 0.0232, 0.0600, 892.0000
C.A, 0.5988, 0.1087, 0.0034, 0.0026, 25776.0000
CAAS, 5.7336, 0.2195, 0.0255, 0.0119, 1093.0000
CAB, 67.3267, 0.0282, 0.0436, 0.0188, 1835.0000
CACC, 106.3695, 0.0411, 0.1412, 0.0625, 450.0000
CACH, 3.7899, 0.2903, 0.0180, 0.0107, 1234.0000
CACI, 61.7654, 0.0561, 0.0372, 0.0145, 1022.0000
CAC, 35.1295, 0.0562, 0.0936, 0.0407, 377.0000
CADX, 7.0502, 0.1377, 0.0097, 0.0046, 1564.0000
CAE, 10.3627, 0.0232, 0.0140, 0.0050, 506.0000
CAF, 22.9020, 0.0459, 0.0180, 0.0074, 1225.0000
CAG, 35.0378, 0.0288, 0.0135, 0.0060, 7759.0000
CAH, 47.8405, 0.0149, 0.0170, 0.0074, 5236.0000
CAJ, 34.9204, 0.0585, 0.0171, 0.0098, 1438.0000
CAKE, 41.3953, 0.0346, 0.0193, 0.0090, 1689.0000
CAK, 0.6337, 0.2154, 0.0050, 0.0025, 2212.0000
CALD, 5.4607, 0.1745, 0.0073, 0.0048, 1193.0000
CALI, 3.6677, 0.4524, 0.0301, 0.0132, 2191.0000
CALL, 15.6393, 0.1149, 0.0290, 0.0127, 1538.0000
CALM, 43.2927, 0.0247, 0.0458, 0.0189, 496.0000
CALX, 9.6914, 0.0601, 0.0111, 0.0057, 1207.0000
CAMP, 12.8458, 0.0811, 0.0142, 0.0080, 1387.0000
CAM, 62.8981, 0.0562, 0.0328, 0.0166, 4467.0000
CAP, 26.3064, 0.0829, 0.0285, 0.0122, 781.0000
CARB, 10.6731, 0.1836, 0.0214, 0.0111, 672.0000
CAR, 31.4747, 0.0313, 0.0232, 0.0118, 4463.0000
CASC, 64.6499, 0.0093, 0.0091, 0.0071, 654.0000
CASS, 43.7956, 0.0782, 0.0990, 0.0419, 386.0000
CASY, 60.8797, 0.0281, 0.0445, 0.0189, 965.0000
CAS, 16.9801, 0.0268, 0.0161, 0.0064, 893.0000
CATM, 28.2748, 0.0285, 0.0217, 0.0085, 908.0000
CATO, 24.9228, 0.0348, 0.0233, 0.0077, 532.0000
CATY, 20.4033, 0.0243, 0.0168, 0.0067, 1030.0000
CAT, 85.0986, 0.0208, 0.0342, 0.0159, 14520.0000
CAVM, 34.5682, 0.0785, 0.0287, 0.0140, 1966.0000
CA, 28.3175, 0.0136, 0.0110, 0.0057, 9087.0000
CBAK, 1.4690, 9.1000, 0.0176, 0.0139, 1872.0000
CBB, 3.3275, 0.0227, 0.0042, 0.0015, 4410.0000
CBD, 49.4005, 0.0335, 0.0314, 0.0119, 1441.0000
CBEY, 8.1377, 0.0640, 0.0125, 0.0056, 866.0000
CBF, 18.0001, 0.0287, 0.0186, 0.0090, 1039.0000
CBG, 23.4937, 0.0222, 0.0141, 0.0066, 6017.0000
CBI, 60.6888, 0.0449, 0.0373, 0.0200, 3471.0000
CBK, 6.6926, 0.0880, 0.0085, 0.0044, 1159.0000
CBLI, 1.6707, 0.8364, 0.0077, 0.0112, 2123.0000
CBL, 23.4422, 0.0173, 0.0126, 0.0064, 3816.0000
CBMX, 3.6691, 0.2899, 0.0200, 0.0130, 3812.0000
CBM, 13.1214, 0.0320, 0.0146, 0.0055, 643.0000
CBNJ, 9.1920, 0.0376, 0.0252, 0.0138, 755.0000
CBOE, 43.3452, 0.0167, 0.0223, 0.0098, 1776.0000
CBOU, 14.7505, 0.2990, 0.0098, 0.0102, 2627.0000
CBPO, 22.4436, 0.1399, 0.0844, 0.0436, 578.0000
CBRL, 89.0838, 0.0642, 0.0652, 0.0281, 682.0000
CBRX, 0.6296, 0.0711, 0.0020, 0.0011, 3025.0000
CBR, 4.1588, 0.0439, 0.0061, 0.0022, 1030.0000
CBSH, 43.2124, 0.0212, 0.0195, 0.0093, 1282.0000
CBST, 51.6957, 0.0406, 0.0379, 0.0230, 2507.0000
CBS, 49.9414, 0.0192, 0.0237, 0.0100, 12252.0000
CBT, 38.0449, 0.0285, 0.0269, 0.0121, 1073.0000
CBU, 29.7431, 0.0183, 0.0236, 0.0083, 640.0000
CBZ, 6.5117, 0.0223, 0.0070, 0.0027, 852.0000
CB, 86.9526, 0.0099, 0.0266, 0.0120, 2480.0000
CCBG, 11.6806, 0.0787, 0.0419, 0.0174, 493.0000
CCCL, 2.4547, 0.8182, 0.0155, 0.0075, 1630.0000
CCC, 17.3359, 0.0272, 0.0132, 0.0054, 1211.0000
CCE, 36.7474, 0.0231, 0.0152, 0.0067, 6317.0000
CCG, 12.5673, 0.0351, 0.0087, 0.0045, 1684.0000
CCH, 25.7528, 0.1336, 0.0644, 0.0325, 809.0000
CCIH, 3.9416, 0.2903, 0.0128, 0.0090, 903.0000
CCIX, 16.6797, 0.1613, 0.0308, 0.0148, 747.0000
CCI, 73.2696, 0.0156, 0.0309, 0.0163, 6296.0000
CCJ, 21.2573, 0.0254, 0.0115, 0.0050, 3493.0000
CCK, 42.6487, 0.0301, 0.0154, 0.0085, 2438.0000
CCL, 34.3848, 0.0612, 0.0132, 0.0075, 11020.0000
CCMP, 34.6716, 0.0265, 0.0331, 0.0127, 627.0000
CCOI, 28.3637, 0.0192, 0.0208, 0.0085, 949.0000
CCO, 7.6139, 0.0481, 0.0069, 0.0030, 903.0000
CCRN, 5.1908, 0.1706, 0.0108, 0.0048, 829.0000
CCSC, 6.9895, 0.0595, 0.0238, 0.0124, 749.0000
CCUR, 7.2683, 2.7716, 0.0242, 0.0397, 1099.0000
CCU, 30.5103, 0.0167, 0.0290, 0.0115, 708.0000
CCV, 25.1403, 0.0254, 0.0235, 0.0201, 852.0000
CCXI, 12.9432, 0.0902, 0.0276, 0.0138, 804.0000
CDE, 13.3219, 0.0513, 0.0142, 0.0064, 4318.0000
CDI, 15.7372, 0.0526, 0.0302, 0.0123, 420.0000
CDNS, 14.8468, 0.0133, 0.0068, 0.0026, 5980.0000
CDR, 5.9323, 0.0656, 0.0056, 0.0023, 1292.0000
CDTI, 1.9481, 0.3583, 0.0121, 0.0071, 2349.0000
CDXS, 2.2902, 0.0732, 0.0067, 0.0033, 1095.0000
CDZI, 6.0531, 0.0974, 0.0168, 0.0116, 606.0000
CEB, 59.1512, 0.0262, 0.0516, 0.0201, 603.0000
CECE, 11.9120, 0.0535, 0.0257, 0.0128, 595.0000
CECO, 2.8691, 0.4190, 0.0056, 0.0029, 2862.0000
CEC, 35.9510, 0.1093, 0.0414, 0.0188, 590.0000
CEDC, 1.1828, 0.8091, 0.0042, 0.0054, 7657.0000
CEE, 32.7029, 0.0348, 0.0401, 0.0219, 762.0000
CEF, 15.2713, 0.0608, 0.0089, 0.0042, 4176.0000
CELG, 124.0133, 0.0704, 0.0818, 0.0421, 7133.0000
CEL, 8.6799, 0.0513, 0.0098, 0.0039, 830.0000
CEMP, 7.4176, 0.1268, 0.0233, 0.0169, 940.0000
CEM, 27.0785, 0.0155, 0.0255, 0.0092, 869.0000
CENTA, 8.0368, 0.0312, 0.0093, 0.0040, 971.0000
CENT, 8.7744, 0.0989, 0.0146, 0.0078, 759.0000
CENX, 9.5318, 0.0978, 0.0102, 0.0053, 2909.0000
CEO, 182.6776, 0.0433, 0.1467, 0.0528, 502.0000
CEP, 1.5131, 0.1154, 0.0073, 0.0056, 893.0000
CERE, 3.1621, 0.4333, 0.0171, 0.0116, 2645.0000
CERN, 80.8492, 0.4957, 0.0414, 0.0589, 2463.0000
CERS, 4.9159, 0.0729, 0.0063, 0.0030, 2033.0000
CETV, 3.3935, 0.4286, 0.0063, 0.0057, 2803.0000
CET, 20.5156, 0.0288, 0.0237, 0.0112, 676.0000
CEVA, 16.8907, 0.0652, 0.0170, 0.0081, 787.0000
CEW, 20.8905, 0.0243, 0.0114, 0.0080, 1597.0000
CE, 47.6627, 0.0363, 0.0279, 0.0135, 2407.0000
CFD, 19.6109, 0.0310, 0.0331, 0.0133, 678.0000
CFFN, 12.1117, 0.0165, 0.0050, 0.0021, 2967.0000
CFI, 16.4329, 0.0574, 0.0329, 0.0134, 486.0000
CFNL, 16.1876, 0.0462, 0.0142, 0.0065, 850.0000
CFN, 36.8326, 0.0312, 0.0162, 0.0090, 5241.0000
CFP, 5.7475, 0.0703, 0.0070, 0.0031, 2476.0000
CFR, 65.5840, 0.0170, 0.0270, 0.0124, 1167.0000
CFT, 111.8838, 0.0603, 0.0311, 0.0208, 976.0000
CFX, 50.0126, 0.0274, 0.0255, 0.0121, 2074.0000
CF, 185.5015, 0.0218, 0.0986, 0.0445, 2202.0000
CGA, 3.2060, 0.0759, 0.0103, 0.0046, 1045.0000
CGEN, 5.4019, 0.2195, 0.0142, 0.0076, 1266.0000
CGI, 19.0890, 0.0386, 0.0185, 0.0066, 942.0000
CGNX, 43.7543, 0.0276, 0.0338, 0.0136, 794.0000
CGO, 14.1395, 0.0572, 0.0228, 0.0119, 627.0000
CGR, 0.3784, 0.0909, 0.0015, 0.0013, 4294.0000
CGW, 23.5474, 0.0321, 0.0195, 0.0064, 726.0000
CGX, 39.3855, 0.0657, 0.0702, 0.0280, 424.0000
CG, 28.6292, 0.0445, 0.0288, 0.0140, 2037.0000
CHA, 51.8471, 0.0396, 0.0356, 0.0146, 398.0000
CHCI, 2.5362, 0.4308, 0.0141, 0.0066, 2529.0000
CHCO, 38.1312, 0.0477, 0.0561, 0.0239, 435.0000
CHC, 2.2319, 0.1644, 0.0091, 0.0061, 1476.0000
